Class,OCavg,OCmax,WMC
org.apache.james.imap.processor.jamesproject_old_5f645e8bd3d6800b578482c2,1,1,4
org.apache.james.imapserver.netty.jamesproject_new_5f644a9ed3d6800b578298dd,1.42,3,17
org.apache.james.imapserver.netty.jamesproject_new_5f645b72d3d6800b57843354,1.42,3,17
org.apache.james.imapserver.netty.jamesproject_new_5f645d65d3d6800b5784655e,1.42,3,17
org.apache.james.imapserver.netty.jamesproject_new_5f645d99d3d6800b57846abd,1.42,3,17
org.apache.james.imapserver.netty.jamesproject_new_5f645de7d3d6800b5784726f,1.42,3,17
org.apache.james.imapserver.netty.jamesproject_new_5f645df5d3d6800b578473f4,1.42,3,17
org.apache.james.imapserver.netty.jamesproject_new_5f645e76d3d6800b578480c6,1.42,3,17
org.apache.james.imapserver.netty.jamesproject_old_5f644a9ed3d6800b578298dd,1.42,3,17
org.apache.james.imapserver.netty.jamesproject_old_5f645b72d3d6800b57843354,1.42,3,17
org.apache.james.imapserver.netty.jamesproject_old_5f645d65d3d6800b5784655e,1.42,3,17
org.apache.james.imapserver.netty.jamesproject_old_5f645d99d3d6800b57846abd,1.42,3,17
org.apache.james.imapserver.netty.jamesproject_old_5f645de7d3d6800b5784726f,1.42,3,17
org.apache.james.imapserver.netty.jamesproject_old_5f645df5d3d6800b578473f4,1.42,3,17
org.apache.james.imapserver.netty.jamesproject_old_5f645e76d3d6800b578480c6,1.42,3,17
org.apache.james.jamesproject_new_5f64443ad3d6800b57820af9,1,1,3
org.apache.james.jamesproject_new_5f64449cd3d6800b578212f4,1,1,5
org.apache.james.jamesproject_new_5f6447d6d3d6800b5782587f,1,1,6
org.apache.james.jamesproject_new_5f6447d7d3d6800b578258a5,1,1,6
org.apache.james.jamesproject_new_5f6447ddd3d6800b5782591c,1,1,6
org.apache.james.jamesproject_new_5f6447ded3d6800b5782593a,1,1,6
org.apache.james.jamesproject_new_5f644a46d3d6800b578290d9,1.12,2,9
org.apache.james.jamesproject_new_5f645090d3d6800b57832aea,1.11,2,10
org.apache.james.jamesproject_new_5f6455e2d3d6800b5783a7fc,1,1,7
org.apache.james.jamesproject_new_5f6455e8d3d6800b5783a886,1,1,7
org.apache.james.jamesproject_new_5f6455eed3d6800b5783a927,1.33,2,4
org.apache.james.jamesproject_new_5f6455eed3d6800b5783a927.StartUpCheck.CheckResult,1,1,8
org.apache.james.jamesproject_new_5f6455eed3d6800b5783a927.StartUpCheck.CheckResult.Builder,n/a,n/a,0
org.apache.james.jamesproject_new_5f6455eed3d6800b5783a927.StartUpCheck.CheckResult.Builder.ReadyToBuild,1,1,3
org.apache.james.jamesproject_new_5f6455eed3d6800b5783a927.StartUpCheck.ResultType,n/a,n/a,0
org.apache.james.jamesproject_new_5f6455eed3d6800b5783a927.StartUpChecks,1,1,2
org.apache.james.jamesproject_new_5f6455eed3d6800b5783a927.StartUpChecksException,1,1,3
org.apache.james.jamesproject_new_5f64560dd3d6800b5783ac3d,1.33,2,4
org.apache.james.jamesproject_new_5f64560dd3d6800b5783ac3d.StartUpCheck.CheckResult,1,1,8
org.apache.james.jamesproject_new_5f64560dd3d6800b5783ac3d.StartUpCheck.CheckResult.Builder,n/a,n/a,0
org.apache.james.jamesproject_new_5f64560dd3d6800b5783ac3d.StartUpCheck.CheckResult.Builder.ReadyToBuild,1,1,3
org.apache.james.jamesproject_new_5f64560dd3d6800b5783ac3d.StartUpCheck.ResultType,n/a,n/a,0
org.apache.james.jamesproject_new_5f64560dd3d6800b5783ac3d.StartUpChecks,1,1,2
org.apache.james.jamesproject_new_5f64560dd3d6800b5783ac3d.StartUpChecksException,1,1,4
org.apache.james.jamesproject_new_5f64560ed3d6800b5783ac5d,1.33,2,4
org.apache.james.jamesproject_new_5f64560ed3d6800b5783ac5d.StartUpCheck.CheckResult,1,1,8
org.apache.james.jamesproject_new_5f64560ed3d6800b5783ac5d.StartUpCheck.CheckResult.Builder,n/a,n/a,0
org.apache.james.jamesproject_new_5f64560ed3d6800b5783ac5d.StartUpCheck.CheckResult.Builder.ReadyToBuild,1,1,3
org.apache.james.jamesproject_new_5f64560ed3d6800b5783ac5d.StartUpCheck.ResultType,n/a,n/a,0
org.apache.james.jamesproject_new_5f64560ed3d6800b5783ac5d.StartUpChecks,1,1,3
org.apache.james.jamesproject_new_5f64560ed3d6800b5783ac5d.StartUpChecksException,1,1,4
org.apache.james.jamesproject_new_5f645610d3d6800b5783ac7f,1.33,2,4
org.apache.james.jamesproject_new_5f645610d3d6800b5783ac7f.StartUpChecks,1,1,3
org.apache.james.jamesproject_new_5f645610d3d6800b5783ac7f.StartUpChecksException,1,1,4
org.apache.james.jamesproject_new_5f6456a2d3d6800b5783bb8f,1,1,3
org.apache.james.jamesproject_new_5f6456a3d3d6800b5783bbb9,1,1,3
org.apache.james.jamesproject_new_5f6456a5d3d6800b5783bbdd,1,1,3
org.apache.james.jamesproject_new_5f6456a6d3d6800b5783bc01,1,1,3
org.apache.james.jamesproject_new_5f6457b5d3d6800b5783d788,1,1,3
org.apache.james.jamesproject_new_5f6458fed3d6800b5783f65e,1,1,6
org.apache.james.jamesproject_new_5f6458ffd3d6800b5783f672,1,1,6
org.apache.james.jamesproject_new_5f645cd3d3d6800b5784566d,1.11,2,10
org.apache.james.jamesproject_new_5f645fa5d3d6800b5784a08c,1.11,2,10
org.apache.james.jamesproject_new_5f645fc5d3d6800b5784a3db,1.11,2,10
org.apache.james.jamesproject_new_5f646184d3d6800b5784d408,1.11,2,10
org.apache.james.jamesproject_new_5f646189d3d6800b5784d488,1.33,2,4
org.apache.james.jamesproject_new_5f646189d3d6800b5784d488.StartUpCheck.CheckResult,1,1,8
org.apache.james.jamesproject_new_5f646189d3d6800b5784d488.StartUpCheck.CheckResult.Builder,n/a,n/a,0
org.apache.james.jamesproject_new_5f646189d3d6800b5784d488.StartUpCheck.CheckResult.Builder.ReadyToBuild,1,1,3
org.apache.james.jamesproject_new_5f646189d3d6800b5784d488.StartUpCheck.ResultType,n/a,n/a,0
org.apache.james.jamesproject_new_5f646189d3d6800b5784d488.StartUpChecks,1,1,2
org.apache.james.jamesproject_new_5f646189d3d6800b5784d488.StartUpChecksException,1,1,4
org.apache.james.jamesproject_old_5f64449cd3d6800b578212f4,1,1,3
org.apache.james.jamesproject_old_5f6447f2d3d6800b57825b22,1,1,6
org.apache.james.jamesproject_old_5f6447f4d3d6800b57825b3e,1,1,6
org.apache.james.jamesproject_old_5f644a46d3d6800b578290d9,1.14,2,8
org.apache.james.jamesproject_old_5f645090d3d6800b57832aea,1.11,2,10
org.apache.james.jamesproject_old_5f64560dd3d6800b5783ac3d,1.33,2,4
org.apache.james.jamesproject_old_5f64560dd3d6800b5783ac3d.StartUpCheck.CheckResult,1,1,8
org.apache.james.jamesproject_old_5f64560dd3d6800b5783ac3d.StartUpCheck.CheckResult.Builder,n/a,n/a,0
org.apache.james.jamesproject_old_5f64560dd3d6800b5783ac3d.StartUpCheck.CheckResult.Builder.ReadyToBuild,1,1,3
org.apache.james.jamesproject_old_5f64560dd3d6800b5783ac3d.StartUpCheck.ResultType,n/a,n/a,0
org.apache.james.jamesproject_old_5f64560dd3d6800b5783ac3d.StartUpChecks,1,1,2
org.apache.james.jamesproject_old_5f64560dd3d6800b5783ac3d.StartUpChecksException,1,1,4
org.apache.james.jamesproject_old_5f64560ed3d6800b5783ac5d,1.33,2,4
org.apache.james.jamesproject_old_5f64560ed3d6800b5783ac5d.StartUpCheck.CheckResult,1,1,8
org.apache.james.jamesproject_old_5f64560ed3d6800b5783ac5d.StartUpCheck.CheckResult.Builder,n/a,n/a,0
org.apache.james.jamesproject_old_5f64560ed3d6800b5783ac5d.StartUpCheck.CheckResult.Builder.ReadyToBuild,1,1,3
org.apache.james.jamesproject_old_5f64560ed3d6800b5783ac5d.StartUpCheck.ResultType,n/a,n/a,0
org.apache.james.jamesproject_old_5f64560ed3d6800b5783ac5d.StartUpChecks,1,1,2
org.apache.james.jamesproject_old_5f64560ed3d6800b5783ac5d.StartUpChecksException,1,1,4
org.apache.james.jamesproject_old_5f645610d3d6800b5783ac7f,1.33,2,4
org.apache.james.jamesproject_old_5f645610d3d6800b5783ac7f.StartUpCheck.CheckResult,1,1,8
org.apache.james.jamesproject_old_5f645610d3d6800b5783ac7f.StartUpCheck.CheckResult.Builder,n/a,n/a,0
org.apache.james.jamesproject_old_5f645610d3d6800b5783ac7f.StartUpCheck.CheckResult.Builder.ReadyToBuild,1,1,3
org.apache.james.jamesproject_old_5f645610d3d6800b5783ac7f.StartUpCheck.ResultType,n/a,n/a,0
org.apache.james.jamesproject_old_5f645610d3d6800b5783ac7f.StartUpChecks,1,1,3
org.apache.james.jamesproject_old_5f645610d3d6800b5783ac7f.StartUpChecksException,1,1,4
org.apache.james.jamesproject_old_5f6456a2d3d6800b5783bb8f,1,1,3
org.apache.james.jamesproject_old_5f6456a3d3d6800b5783bbb9,1,1,3
org.apache.james.jamesproject_old_5f6456a5d3d6800b5783bbdd,1,1,3
org.apache.james.jamesproject_old_5f6456a6d3d6800b5783bc01,1,1,3
org.apache.james.jamesproject_old_5f6457b5d3d6800b5783d788,1,1,3
org.apache.james.jamesproject_old_5f6458fed3d6800b5783f65e,1,1,6
org.apache.james.jamesproject_old_5f6458ffd3d6800b5783f672,1,1,6
org.apache.james.jamesproject_old_5f645cd3d3d6800b5784566d,1.12,2,9
org.apache.james.jamesproject_old_5f645fa5d3d6800b5784a08c,1.11,2,10
org.apache.james.jamesproject_old_5f645fc5d3d6800b5784a3db,1.11,2,10
org.apache.james.jamesproject_old_5f646184d3d6800b5784d408,1.11,2,10
org.apache.james.jamesproject_old_5f646189d3d6800b5784d488,1.33,2,4
org.apache.james.jamesproject_old_5f646189d3d6800b5784d488.StartUpCheck.CheckResult,1,1,8
org.apache.james.jamesproject_old_5f646189d3d6800b5784d488.StartUpCheck.CheckResult.Builder,n/a,n/a,0
org.apache.james.jamesproject_old_5f646189d3d6800b5784d488.StartUpCheck.CheckResult.Builder.ReadyToBuild,1,1,3
org.apache.james.jamesproject_old_5f646189d3d6800b5784d488.StartUpCheck.ResultType,n/a,n/a,0
org.apache.james.jamesproject_old_5f646189d3d6800b5784d488.StartUpChecks,1,1,2
org.apache.james.jamesproject_old_5f646189d3d6800b5784d488.StartUpChecksException,1,1,3
org.apache.james.jdkim.mailets.jamesproject_new_5f645681d3d6800b5783b84c,2.67,4,8
org.apache.james.jdkim.mailets.jamesproject_new_5f645682d3d6800b5783b862,2,4,10
org.apache.james.jdkim.mailets.jamesproject_new_5f645684d3d6800b5783b88e,2.67,4,8
org.apache.james.jdkim.mailets.jamesproject_new_5f645686d3d6800b5783b8da,2.33,3,7
org.apache.james.jdkim.mailets.jamesproject_new_5f645688d3d6800b5783b8fe,1.5,2,9
org.apache.james.jdkim.mailets.jamesproject_new_5f645689d3d6800b5783b925,1.33,2,8
org.apache.james.jdkim.mailets.jamesproject_new_5f64569cd3d6800b5783baf2,2.25,4,9
org.apache.james.jdkim.mailets.jamesproject_new_5f6461b2d3d6800b5784d8f2,2.33,3,7
org.apache.james.jdkim.mailets.jamesproject_new_5f6461b2d3d6800b5784d904,2,4,10
org.apache.james.jdkim.mailets.jamesproject_new_5f6461b3d3d6800b5784d917,2,4,12
org.apache.james.jdkim.mailets.jamesproject_new_5f6461b4d3d6800b5784d927,1.5,2,9
org.apache.james.jdkim.mailets.jamesproject_new_5f6461b4d3d6800b5784d93b,2.67,4,8
org.apache.james.jdkim.mailets.jamesproject_new_5f6461b5d3d6800b5784d955,1.5,2,9
org.apache.james.jdkim.mailets.jamesproject_new_5f6461b6d3d6800b5784d96b,2.67,4,8
org.apache.james.jdkim.mailets.jamesproject_old_5f645684d3d6800b5783b88e,2.67,4,8
org.apache.james.jdkim.mailets.jamesproject_old_5f645686d3d6800b5783b8da,2.33,3,7
org.apache.james.jdkim.mailets.jamesproject_old_5f645688d3d6800b5783b8fe,1.5,2,9
org.apache.james.jdkim.mailets.jamesproject_old_5f645689d3d6800b5783b925,1.5,2,9
org.apache.james.jdkim.mailets.jamesproject_old_5f64569cd3d6800b5783baf2,2.67,4,8
org.apache.james.jdkim.mailets.jamesproject_old_5f6461b2d3d6800b5784d8f2,2.67,4,8
org.apache.james.jdkim.mailets.jamesproject_old_5f6461b2d3d6800b5784d904,2,4,10
org.apache.james.jdkim.mailets.jamesproject_old_5f6461b3d3d6800b5784d917,2,4,10
org.apache.james.jdkim.mailets.jamesproject_old_5f6461b4d3d6800b5784d927,2,4,12
org.apache.james.jdkim.mailets.jamesproject_old_5f6461b4d3d6800b5784d93b,2.33,3,7
org.apache.james.jdkim.mailets.jamesproject_old_5f6461b5d3d6800b5784d955,1.5,2,9
org.apache.james.jdkim.mailets.jamesproject_old_5f6461b6d3d6800b5784d96b,2.67,4,8
org.apache.james.jmap.api.access.jamesproject_new_5f644486d3d6800b5782112c,1,1,6
org.apache.james.jmap.api.access.jamesproject_new_5f644500d3d6800b57821b9e,1,1,6
org.apache.james.jmap.api.access.jamesproject_new_5f64584bd3d6800b5783e5c6,1,1,7
org.apache.james.jmap.api.access.jamesproject_new_5f64584cd3d6800b5783e5e8,1,1,7
org.apache.james.jmap.api.access.jamesproject_new_5f645dd2d3d6800b57847084,1,1,7
org.apache.james.jmap.api.access.jamesproject_old_5f644486d3d6800b5782112c,1,1,6
org.apache.james.jmap.api.access.jamesproject_old_5f644500d3d6800b57821b9e,1,1,6
org.apache.james.jmap.api.access.jamesproject_old_5f64584bd3d6800b5783e5c6,1,1,6
org.apache.james.jmap.api.access.jamesproject_old_5f64584cd3d6800b5783e5e8,1,1,7
org.apache.james.jmap.api.access.jamesproject_old_5f645dd2d3d6800b57847084,1,1,7
org.apache.james.jmap.api.filtering.impl.jamesproject_new_5f6451d8d3d6800b578349d1,1,1,3
org.apache.james.jmap.api.filtering.impl.jamesproject_new_5f6451d9d3d6800b578349eb,1.17,2,7
org.apache.james.jmap.api.filtering.impl.jamesproject_new_5f6451dcd3d6800b57834a46,1,1,3
org.apache.james.jmap.api.filtering.impl.jamesproject_new_5f6451ddd3d6800b57834a62,1.17,2,7
org.apache.james.jmap.api.filtering.jamesproject_new_5f6451d7d3d6800b578349b6,1.17,2,7
org.apache.james.jmap.api.filtering.jamesproject_new_5f6451dbd3d6800b57834a23,1.17,2,7
org.apache.james.jmap.api.filtering.jamesproject_new_5f6451e2d3d6800b57834ab5,1.11,2,10
org.apache.james.jmap.api.filtering.jamesproject_new_5f6451e2d3d6800b57834ab5.Action,1.14,2,8
org.apache.james.jmap.api.filtering.jamesproject_new_5f6451e2d3d6800b57834ab5.Builder,1,1,6
org.apache.james.jmap.api.filtering.jamesproject_new_5f6451e2d3d6800b57834ab5.Condition,1.12,2,9
org.apache.james.jmap.api.filtering.jamesproject_new_5f6451e2d3d6800b57834ab5.Condition.Comparator,1,1,4
org.apache.james.jmap.api.filtering.jamesproject_new_5f6451e2d3d6800b57834ab5.Condition.Field,1,1,4
org.apache.james.jmap.api.filtering.jamesproject_new_5f6451e2d3d6800b57834ab5.Id,1.17,2,7
org.apache.james.jmap.api.filtering.jamesproject_new_5f6451e3d3d6800b57834ad3,1.11,2,10
org.apache.james.jmap.api.filtering.jamesproject_new_5f6451e3d3d6800b57834ad3.Action,1.17,2,7
org.apache.james.jmap.api.filtering.jamesproject_new_5f6451e3d3d6800b57834ad3.Action.AppendInMailboxes,1.14,2,8
org.apache.james.jmap.api.filtering.jamesproject_new_5f6451e3d3d6800b57834ad3.Builder,1,1,6
org.apache.james.jmap.api.filtering.jamesproject_new_5f6451e3d3d6800b57834ad3.Condition,1.12,2,9
org.apache.james.jmap.api.filtering.jamesproject_new_5f6451e3d3d6800b57834ad3.Condition.Comparator,1,1,4
org.apache.james.jmap.api.filtering.jamesproject_new_5f6451e3d3d6800b57834ad3.Condition.Field,1,1,4
org.apache.james.jmap.api.filtering.jamesproject_new_5f6451e3d3d6800b57834ad3.Id,1.17,2,7
org.apache.james.jmap.api.filtering.jamesproject_old_5f6451e2d3d6800b57834ab5,1.17,2,7
org.apache.james.jmap.api.filtering.jamesproject_old_5f6451e3d3d6800b57834ad3,1.11,2,10
org.apache.james.jmap.api.filtering.jamesproject_old_5f6451e3d3d6800b57834ad3.Action,1.14,2,8
org.apache.james.jmap.api.filtering.jamesproject_old_5f6451e3d3d6800b57834ad3.Builder,1,1,6
org.apache.james.jmap.api.filtering.jamesproject_old_5f6451e3d3d6800b57834ad3.Condition,1.12,2,9
org.apache.james.jmap.api.filtering.jamesproject_old_5f6451e3d3d6800b57834ad3.Condition.Comparator,1,1,4
org.apache.james.jmap.api.filtering.jamesproject_old_5f6451e3d3d6800b57834ad3.Condition.Field,1,1,4
org.apache.james.jmap.api.filtering.jamesproject_old_5f6451e3d3d6800b57834ad3.Id,1.17,2,7
org.apache.james.jmap.api.vacation.jamesproject_new_5f6445d4d3d6800b57822d12,1.2,2,6
org.apache.james.jmap.api.vacation.jamesproject_new_5f644617d3d6800b578232cf,1.18,3,13
org.apache.james.jmap.api.vacation.jamesproject_new_5f644617d3d6800b578232cf.Builder,1,1,6
org.apache.james.jmap.api.vacation.jamesproject_new_5f64463dd3d6800b578235e5,1.15,3,15
org.apache.james.jmap.api.vacation.jamesproject_new_5f64463dd3d6800b578235e5.Builder,1.1,2,11
org.apache.james.jmap.api.vacation.jamesproject_new_5f64475ed3d6800b57824dba,1.08,2,14
org.apache.james.jmap.api.vacation.jamesproject_new_5f64475ed3d6800b57824dba.Builder,1,1,13
org.apache.james.jmap.api.vacation.jamesproject_new_5f64475fd3d6800b57824de7,1.15,3,15
org.apache.james.jmap.api.vacation.jamesproject_new_5f64475fd3d6800b57824de7.Builder,1,1,10
org.apache.james.jmap.api.vacation.jamesproject_new_5f644766d3d6800b57824e79,1.08,2,14
org.apache.james.jmap.api.vacation.jamesproject_new_5f644766d3d6800b57824e79.Builder,1,1,13
org.apache.james.jmap.api.vacation.jamesproject_new_5f645868d3d6800b5783e888,1.17,3,14
org.apache.james.jmap.api.vacation.jamesproject_new_5f645868d3d6800b5783e888.Builder,1,1,7
org.apache.james.jmap.api.vacation.jamesproject_new_5f645d73d3d6800b578466cc,1.15,3,15
org.apache.james.jmap.api.vacation.jamesproject_new_5f645d73d3d6800b578466cc.Builder,1,1,10
org.apache.james.jmap.api.vacation.jamesproject_old_5f644617d3d6800b578232cf,1.25,3,10
org.apache.james.jmap.api.vacation.jamesproject_old_5f644617d3d6800b578232cf.Builder,1,1,6
org.apache.james.jmap.api.vacation.jamesproject_old_5f64463dd3d6800b578235e5,1.17,3,14
org.apache.james.jmap.api.vacation.jamesproject_old_5f64463dd3d6800b578235e5.Builder,1,1,7
org.apache.james.jmap.api.vacation.jamesproject_old_5f64475fd3d6800b57824de7,1.15,3,15
org.apache.james.jmap.api.vacation.jamesproject_old_5f64475fd3d6800b57824de7.Builder,1.1,2,11
org.apache.james.jmap.api.vacation.jamesproject_old_5f644766d3d6800b57824e79,1.08,2,14
org.apache.james.jmap.api.vacation.jamesproject_old_5f644766d3d6800b57824e79.Builder,1,1,13
org.apache.james.jmap.api.vacation.jamesproject_old_5f645868d3d6800b5783e888,1.18,3,13
org.apache.james.jmap.api.vacation.jamesproject_old_5f645868d3d6800b5783e888.Builder,1,1,6
org.apache.james.jmap.api.vacation.jamesproject_old_5f645d73d3d6800b578466cc,1.15,3,15
org.apache.james.jmap.api.vacation.jamesproject_old_5f645d73d3d6800b578466cc.Builder,1,1,10
org.apache.james.jmap.cassandra.access.jamesproject_new_5f6445c8d3d6800b57822bf1,1.25,2,5
org.apache.james.jmap.cassandra.access.jamesproject_new_5f6445ccd3d6800b57822c4d,1,1,4
org.apache.james.jmap.cassandra.access.jamesproject_old_5f6445ccd3d6800b57822c4d,1,1,4
org.apache.james.jmap.cassandra.vacation.jamesproject_new_5f6445d7d3d6800b57822d5f,1,1,3
org.apache.james.jmap.cassandra.vacation.jamesproject_new_5f644627d3d6800b5782342c,1.2,2,6
org.apache.james.jmap.cassandra.vacation.jamesproject_new_5f6458cad3d6800b5783f17a,1.33,2,4
org.apache.james.jmap.cassandra.vacation.jamesproject_new_5f645dc0d3d6800b57846e97,1.33,2,4
org.apache.james.jmap.cassandra.vacation.jamesproject_new_5f6460e9d3d6800b5784c390,1.2,2,6
org.apache.james.jmap.cassandra.vacation.jamesproject_new_5f6460e9d3d6800b5784c39c,1.33,2,4
org.apache.james.jmap.cassandra.vacation.jamesproject_old_5f6458cad3d6800b5783f17a,1,1,3
org.apache.james.jmap.cassandra.vacation.jamesproject_old_5f645dc0d3d6800b57846e97,1.33,2,4
org.apache.james.jmap.cassandra.vacation.jamesproject_old_5f6460e9d3d6800b5784c390,1.2,2,6
org.apache.james.jmap.cassandra.vacation.jamesproject_old_5f6460e9d3d6800b5784c39c,1.33,2,4
org.apache.james.jmap.crypto.jamesproject_new_5f644469d3d6800b57820eb7,1.2,2,6
org.apache.james.jmap.crypto.jamesproject_new_5f64446ad3d6800b57820ecb,1,1,5
org.apache.james.jmap.crypto.jamesproject_new_5f64446dd3d6800b57820f19,1,1,3
org.apache.james.jmap.crypto.jamesproject_new_5f64446ed3d6800b57820f31,1,1,4
org.apache.james.jmap.crypto.jamesproject_new_5f644472d3d6800b57820f82,1,1,5
org.apache.james.jmap.crypto.jamesproject_new_5f644473d3d6800b57820f9e,1.2,2,6
org.apache.james.jmap.crypto.jamesproject_new_5f644475d3d6800b57820fba,1.33,3,8
org.apache.james.jmap.crypto.jamesproject_new_5f644479d3d6800b57821020,1,1,5
org.apache.james.jmap.crypto.jamesproject_new_5f64447cd3d6800b5782105d,1.33,3,8
org.apache.james.jmap.crypto.jamesproject_new_5f644501d3d6800b57821bb6,1.5,2,3
org.apache.james.jmap.crypto.jamesproject_new_5f644502d3d6800b57821bcb,1,1,4
org.apache.james.jmap.crypto.jamesproject_new_5f644506d3d6800b57821c22,1,1,2
org.apache.james.jmap.crypto.jamesproject_new_5f64451cd3d6800b57821dfd,1.25,2,5
org.apache.james.jmap.crypto.jamesproject_new_5f6445c9d3d6800b57822c0d,1,1,5
org.apache.james.jmap.crypto.jamesproject_new_5f6445cad3d6800b57822c30,1.2,2,6
org.apache.james.jmap.crypto.jamesproject_new_5f64466cd3d6800b578239a7,1,1,3
org.apache.james.jmap.crypto.jamesproject_new_5f644687d3d6800b57823bea,1,1,3
org.apache.james.jmap.crypto.jamesproject_new_5f645184d3d6800b578341ce,1.25,2,5
org.apache.james.jmap.crypto.jamesproject_new_5f6451c3d3d6800b578347d0,1.25,2,5
org.apache.james.jmap.crypto.jamesproject_new_5f6454b6d3d6800b57838ca2,1,1,5
org.apache.james.jmap.crypto.jamesproject_new_5f64567dd3d6800b5783b7e5,1.5,2,3
org.apache.james.jmap.crypto.jamesproject_new_5f64567fd3d6800b5783b809,1,1,4
org.apache.james.jmap.crypto.jamesproject_new_5f645680d3d6800b5783b82e,1.5,2,3
org.apache.james.jmap.crypto.jamesproject_new_5f6457c7d3d6800b5783d936,1.2,2,6
org.apache.james.jmap.crypto.jamesproject_new_5f6457c8d3d6800b5783d956,1.25,2,5
org.apache.james.jmap.crypto.jamesproject_new_5f64583bd3d6800b5783e43f,1.5,2,3
org.apache.james.jmap.crypto.jamesproject_new_5f64586ad3d6800b5783e8c6,1.33,3,8
org.apache.james.jmap.crypto.jamesproject_new_5f645a21d3d6800b57841298,1.5,2,3
org.apache.james.jmap.crypto.jamesproject_new_5f645ad0d3d6800b57842352,1.2,2,6
org.apache.james.jmap.crypto.jamesproject_new_5f645d0bd3d6800b57845c2b,1.25,2,5
org.apache.james.jmap.crypto.jamesproject_old_5f64446ed3d6800b57820f31,1,1,3
org.apache.james.jmap.crypto.jamesproject_old_5f644472d3d6800b57820f82,1,1,4
org.apache.james.jmap.crypto.jamesproject_old_5f644473d3d6800b57820f9e,1.2,2,6
org.apache.james.jmap.crypto.jamesproject_old_5f644475d3d6800b57820fba,1,1,5
org.apache.james.jmap.crypto.jamesproject_old_5f644479d3d6800b57821020,1,1,5
org.apache.james.jmap.crypto.jamesproject_old_5f64447cd3d6800b5782105d,1.33,3,8
org.apache.james.jmap.crypto.jamesproject_old_5f64451cd3d6800b57821dfd,1,1,4
org.apache.james.jmap.crypto.jamesproject_old_5f6445c9d3d6800b57822c0d,1,1,5
org.apache.james.jmap.crypto.jamesproject_old_5f6445cad3d6800b57822c30,1,1,5
org.apache.james.jmap.crypto.jamesproject_old_5f644687d3d6800b57823bea,1,1,3
org.apache.james.jmap.crypto.jamesproject_old_5f645184d3d6800b578341ce,1.25,2,5
org.apache.james.jmap.crypto.jamesproject_old_5f6451c3d3d6800b578347d0,1.25,2,5
org.apache.james.jmap.crypto.jamesproject_old_5f6454b6d3d6800b57838ca2,1.2,2,6
org.apache.james.jmap.crypto.jamesproject_old_5f64567fd3d6800b5783b809,1.25,2,5
org.apache.james.jmap.crypto.jamesproject_old_5f645680d3d6800b5783b82e,1.5,2,3
org.apache.james.jmap.crypto.jamesproject_old_5f6457c7d3d6800b5783d936,1.2,2,6
org.apache.james.jmap.crypto.jamesproject_old_5f6457c8d3d6800b5783d956,1.2,2,6
org.apache.james.jmap.crypto.jamesproject_old_5f64583bd3d6800b5783e43f,1.5,2,3
org.apache.james.jmap.crypto.jamesproject_old_5f64586ad3d6800b5783e8c6,1.33,3,8
org.apache.james.jmap.crypto.jamesproject_old_5f645a21d3d6800b57841298,1.5,2,3
org.apache.james.jmap.crypto.jamesproject_old_5f645ad0d3d6800b57842352,1.2,2,6
org.apache.james.jmap.crypto.jamesproject_old_5f645d0bd3d6800b57845c2b,1.25,2,5
org.apache.james.jmap.event.jamesproject_new_5f644da0d3d6800b5782e2e6,1.22,3,11
org.apache.james.jmap.event.jamesproject_new_5f645365d3d6800b57836e5b,1.25,3,10
org.apache.james.jmap.event.jamesproject_new_5f645401d3d6800b57837cbc,1.22,3,11
org.apache.james.jmap.event.jamesproject_new_5f645401d3d6800b57837cbc.PropagateLookupRightListenerGroup,n/a,n/a,0
org.apache.james.jmap.event.jamesproject_new_5f64542ed3d6800b578380ad,1.22,3,11
org.apache.james.jmap.event.jamesproject_new_5f64542ed3d6800b578380ad.PropagateLookupRightListenerGroup,n/a,n/a,0
org.apache.james.jmap.event.jamesproject_new_5f645754d3d6800b5783cdb0,1.22,3,11
org.apache.james.jmap.event.jamesproject_new_5f645ca1d3d6800b5784515f,1.22,3,11
org.apache.james.jmap.event.jamesproject_new_5f645e2dd3d6800b578479a5,1.22,3,11
org.apache.james.jmap.event.jamesproject_new_5f645e30d3d6800b578479fc,1.22,3,11
org.apache.james.jmap.event.jamesproject_new_5f645f50d3d6800b57849719,1.22,3,11
org.apache.james.jmap.event.jamesproject_new_5f645f5cd3d6800b5784987f,1.25,3,10
org.apache.james.jmap.event.jamesproject_new_5f646043d3d6800b5784b1b6,1.22,3,11
org.apache.james.jmap.event.jamesproject_new_5f646095d3d6800b5784bab2,1.2,3,12
org.apache.james.jmap.event.jamesproject_new_5f646095d3d6800b5784bab2.PropagateLookupRightListenerGroup,n/a,n/a,0
org.apache.james.jmap.event.jamesproject_new_5f6460a8d3d6800b5784bcad,1.22,3,11
org.apache.james.jmap.event.jamesproject_new_5f6460a8d3d6800b5784bcad.PropagateLookupRightListenerGroup,n/a,n/a,0
org.apache.james.jmap.event.jamesproject_new_5f6460afd3d6800b5784bd67,1.22,3,11
org.apache.james.jmap.event.jamesproject_new_5f6460afd3d6800b5784bd67.PropagateLookupRightListenerGroup,n/a,n/a,0
org.apache.james.jmap.event.jamesproject_old_5f645365d3d6800b57836e5b,1.25,3,10
org.apache.james.jmap.event.jamesproject_old_5f645401d3d6800b57837cbc,1.2,3,12
